StockCode,Quantity,UnitPrice,CustomerID
21977,3,0.55,13137.0
23581,6,2.08,16393.0
21983,24,0.29,18263.0
22418,24,0.85,17007.0
21932,5,2.95,12428.0
22077,6,1.95,14506.0
22382,-1,1.65,15555.0
23080,2,8.25,12949.0
20711,10,1.95,13488.0
22630,1,1.95,17596.0
22745,2,2.1,17364.0
22553,4,1.65,16411.0
22423,1,12.75,15605.0
23335,1,2.08,16755.0
21901,5,0.65,15356.0
23108,2,6.25,12656.0
21389,4,0.85,13782.0
22917,1,0.65,16121.0
85177,12,0.85,16270.0
85049C,12,1.25,18225.0
22325,3,4.95,13327.0
21843,1,10.95,12957.0
17038,100,0.1,13718.0
22617,3,4.95,12352.0
22699,4,2.95,15917.0
22746,6,2.1,12501.0
23290,8,1.25,12626.0
21934,1,1.65,18033.0
22261,12,0.85,13800.0
84078A,3,39.95,13089.0
23247,2,2.89,16033.0
22352,1,2.55,16360.0
22560,1,1.25,16461.0
20674,2,1.25,15407.0
21499,100,0.42,15061.0
23495,12,1.25,16020.0
21931,20,1.95,12373.0
22197,-3,0.72,17677.0
22210,4,0.83,13869.0
21747,24,1.25,14921.0
22940,1,4.25,18156.0
85123A,6,2.95,17131.0
84510A,2,1.25,17870.0
23322,1,2.95,15555.0
22855,12,1.25,15104.0
22798,2,2.95,16445.0
21533,9,4.95,14240.0
22312,6,2.95,12681.0
22633,4,2.1,17107.0
22412,1,2.1,16241.0
84916,2,5.95,17979.0
84978,3,1.25,14730.0
22878,10,2.1,15727.0
21507,12,0.42,14293.0
22502,1,5.95,14573.0
22570,1,3.75,16340.0
22966,78,1.25,12901.0
85035A,1,4.25,17463.0
22270,4,3.75,15738.0
22509,1,16.95,13015.0
21428,4,4.25,17405.0
22548,12,1.25,15091.0
22625,48,7.65,12435.0
22970,6,2.55,15484.0
47566,4,4.95,13507.0
21232,1,1.25,16383.0
23329,2,1.65,14572.0
22297,24,1.25,14221.0
22086,18,2.95,14895.0
21442,12,0.85,13507.0
82582,12,2.1,13078.0
22241,3,1.25,16791.0
82578,2,0.55,14769.0
17084J,25,0.21,15517.0
85152,4,2.1,13668.0
22302,4,2.55,17362.0
22252,12,1.25,18059.0
21098,12,1.25,16161.0
22907,2,0.85,13050.0
22911,6,2.95,15047.0
21429,2,1.95,12748.0
85053,4,2.1,17841.0
21972,-1,1.45,13069.0
22372,1,4.25,17397.0
21746,96,1.06,18226.0
22531,2,0.42,16014.0
22721,4,4.95,17277.0
84600,2,7.95,17725.0
22158,24,2.95,15782.0
23197,2,1.45,16910.0
23322,1,2.95,18118.0
22969,12,1.45,15194.0
22119,1,6.95,13994.0
21791,1,2.46,14096.0
20719,10,0.85,15615.0
22934,6,2.95,17091.0
82578,1,0.55,14606.0
21428,4,4.25,16801.0
21326,12,0.65,18075.0
85015,24,0.65,12685.0
22614,1,0.83,14096.0
23240,6,4.15,15622.0
84792,2,4.65,14047.0
21955,2,7.95,13534.0
21916,4,0.42,15984.0
22558,12,1.65,16147.0
22217,3,1.25,18109.0
22382,20,1.65,16242.0
22791,12,1.25,16882.0
23300,1,1.65,14456.0
85099B,50,2.08,12409.0
23398,2,0.85,17614.0
22698,-1,2.95,15189.0
POST,4,18.0,12681.0
21165,1,1.69,12748.0
21484,4,4.25,13323.0
22352,2,2.55,13451.0
23154,2,2.08,17920.0
84596F,16,0.42,13050.0
22138,4,10.79,14096.0
85129C,5,1.25,14606.0
22560,12,1.25,14541.0
23301,2,1.65,13614.0
22729,4,3.75,15144.0
21975,2,0.55,16007.0
21713,4,2.1,14606.0
21866,1,1.25,16919.0
POST,2,15.0,14646.0
22149,15,2.1,15058.0
84755,16,0.65,14389.0
82494L,48,2.55,16705.0
23318,48,2.08,13881.0
22722,2,3.95,18198.0
23310,36,0.42,14121.0
22697,6,2.95,14842.0
20723,10,0.85,15005.0
22667,1,2.95,17433.0
22998,8,0.42,17228.0
84509C,2,3.75,17811.0
22593,48,0.85,12971.0
22313,12,1.25,16779.0
71477,-1,3.25,17428.0
22525,10,1.25,15433.0
21110,1,6.75,15532.0
21592,1,1.25,16979.0
47567B,1,5.95,16081.0
22908,12,0.85,13394.0
21621,1,8.5,16692.0
21109,1,1.95,13838.0
23184,1,4.95,15834.0
21930,10,2.08,17811.0
23200,10,2.08,16717.0
21975,1,0.55,17841.0
23009,1,16.95,17861.0
85071A,1,0.39,13137.0
22865,3,2.1,17625.0
23189,1,2.89,13601.0
16161P,25,0.42,12708.0
22890,1,9.95,15017.0
22564,3,1.25,16734.0
23293,256,0.72,15061.0
85014B,15,4.95,14088.0
23077,20,1.25,15494.0
23254,3,4.15,15002.0
21394,6,0.39,16776.0
23349,2,1.25,14446.0
22998,48,0.42,17865.0
22644,1,0.39,17097.0
85123A,2,2.95,15719.0
21071,6,1.06,17850.0
21868,3,1.65,16931.0
23436,20,1.25,17059.0
21137,11,3.75,12839.0
85049C,12,1.25,17719.0
21239,8,0.85,15039.0
37479P,6,0.39,14911.0
21832,1,1.65,12748.0
23109,12,2.89,12405.0
85123A,20,2.95,15708.0
22962,12,0.85,12433.0
21232,12,1.25,16145.0
22809,1,2.95,15720.0
21430,2,3.75,15574.0
22683,10,1.25,13883.0
22252,66,1.06,17931.0
22593,12,0.85,15844.0
23084,96,1.79,16107.0
20969,2,3.75,18125.0
85048,-1,6.95,17434.0
85152,12,2.1,15321.0
21592,9,0.39,14395.0
23166,96,1.04,15567.0
22576,48,0.85,14034.0
21584,1,1.65,12856.0
22141,6,2.1,16746.0
23209,10,1.65,15296.0
22384,10,1.65,12826.0
84991,5,0.55,16809.0
23084,24,1.79,13599.0
21824,48,0.39,18287.0
15044B,1,2.95,17758.0
22727,4,3.75,13021.0
23168,12,1.25,16265.0
71477,3,3.25,12748.0
22557,12,1.65,13629.0
21373,24,0.75,14336.0
22417,24,0.55,16653.0
20685,2,7.95,13468.0
23313,5,4.95,16851.0
85123A,32,2.55,12916.0
22187,24,1.95,12913.0
84755,8,0.65,15494.0
84347,1,2.55,15311.0
21636,2,0.75,13230.0
22865,96,1.85,13767.0
22625,2,8.5,18210.0
23209,10,1.65,12417.0
22896,6,2.55,15150.0
22469,1,1.65,15356.0
22634,1,9.95,13755.0
84997B,4,4.15,13590.0
23344,100,1.79,13881.0
21094,5,0.85,15046.0
35972,6,1.25,13184.0
22367,10,1.95,18041.0
23434,20,0.79,14561.0
23241,2,2.08,13596.0
22619,4,3.75,16945.0
22138,3,4.95,12597.0
21238,1,0.85,18118.0
22193,1,8.5,13764.0
21181,12,2.1,14893.0
23355,24,4.15,17428.0
21065,1,1.25,17914.0
22434,8,1.95,12957.0
21181,144,1.85,14156.0
21714,12,1.25,17314.0
21169,1,1.69,13571.0
22720,3,4.95,13988.0
47590B,12,5.45,17829.0
23052,2,8.25,13870.0
22841,-1,7.95,17663.0
84832,48,0.85,13435.0
22593,24,0.85,12610.0
22084,6,2.95,16145.0
21154,3,2.46,14096.0
22169,16,7.65,14088.0
22750,2,3.75,14451.0
21061,2,0.85,17472.0
23286,96,0.72,14646.0
23235,-1,2.89,13709.0
85094,1,0.19,13271.0
22695,3,1.45,14769.0
22193,1,8.5,17591.0
22604,1,2.55,17081.0
22960,-1,4.25,16133.0
22754,12,0.85,14911.0
22666,6,2.95,17037.0
22178,96,1.06,13082.0
23056,1,6.25,13208.0
22993,3,1.25,15443.0
23126,1,4.95,17461.0
84828,12,1.25,15727.0
22766,1,2.95,17988.0
22446,1,2.46,14096.0
16156S,25,0.42,16722.0
22086,1,2.95,15514.0
84031A,1,4.65,15022.0
21980,1,0.39,12748.0
84992,1,0.55,13596.0
C2,1,50.0,14156.0
22287,12,1.65,14329.0
22417,2,0.55,14796.0
84558A,12,2.95,12406.0
22301,6,2.55,14507.0
85035C,12,1.25,17372.0
22784,12,4.25,16586.0
84077,96,0.29,13743.0
23400,2,6.25,13668.0
22652,10,1.65,13055.0
22949,3,1.45,17290.0
21373,12,0.75,15203.0
22970,6,2.55,14056.0
84949,72,1.45,15101.0
23126,-1,4.95,17422.0
21896,1,2.1,12748.0
23184,2,4.95,14769.0
20828,3,2.55,14505.0
21754,2,5.95,16915.0
22309,1,2.55,17841.0
22086,3,5.79,14096.0
71053,4,3.75,14911.0
POST,1,18.0,12708.0
21466,2,3.75,16712.0
23166,24,1.25,15796.0
21165,12,1.69,14475.0
22062,4,0.83,13474.0
21984,1,0.39,13521.0
72232,9,0.19,15493.0
84991,24,0.55,14911.0
82486,1,8.95,14606.0
22414,3,15.79,14096.0
22992,4,1.95,17385.0
71459,12,0.85,14735.0
20718,10,1.25,17131.0
21755,4,5.95,15708.0
22993,12,1.25,16603.0
23367,5,0.65,16015.0
23422,1,2.08,13521.0
21786,24,0.42,13232.0
22297,1,1.25,14606.0
21899,24,0.65,18183.0
85061W,24,0.85,15194.0
20674,12,1.25,15311.0
22161,4,0.19,14375.0
20980,3,1.25,13700.0
22198,-10,1.65,13458.0
21531,6,2.55,17706.0
21231,1,1.25,17841.0
22077,48,1.65,13014.0
20712,1,2.08,15907.0
23174,12,4.15,13098.0
22665,24,2.55,12433.0
84945,48,0.85,15187.0
22910,3,2.95,17690.0
22573,1,0.85,14662.0
23502,12,1.25,16732.0
22795,2,6.75,13126.0
23558,1,12.5,16418.0
72349B,4,2.1,17841.0
22423,-1,12.75,12921.0
21984,24,0.29,15117.0
23439,12,2.1,13267.0
15044C,6,2.95,13767.0
23206,10,1.65,12621.0
23331,48,0.63,14422.0
17003,36,0.39,12748.0
22625,1,8.5,15708.0
85123A,6,2.95,17965.0
84375,1,2.1,17841.0
23234,12,2.89,13081.0
22333,6,1.65,17228.0
22835,1,4.95,17764.0
85094,2,1.25,16059.0
85049E,12,1.25,14135.0
22993,1,1.25,17841.0
23032,18,1.65,13668.0
21907,1,2.1,17811.0
22631,1,1.95,14796.0
23520,1,3.75,14546.0
81952V,20,0.19,18263.0
21922,2,7.95,16745.0
22734,6,2.89,14554.0
20828,3,2.55,14085.0
22633,1,2.1,14071.0
22389,6,2.55,18055.0
20972,12,1.25,16945.0
22424,1,12.75,18245.0
22465,-1,1.65,12840.0
22147,42,1.25,13777.0
22904,6,2.95,15640.0
23234,6,2.89,18223.0
23066,2,8.25,16609.0
22619,4,3.75,13015.0
85053,12,2.1,14016.0
22654,6,5.95,12748.0
85227,2,0.85,16936.0
22383,20,1.65,16523.0
23319,48,2.08,15341.0
22494,1,1.25,16549.0
22723,4,3.95,16229.0
21703,10,0.42,13148.0
22964,6,2.1,16607.0
23302,-4,1.65,13534.0
22791,36,1.25,13967.0
23284,10,6.75,15465.0
22625,2,8.5,12584.0
22421,1,0.42,17841.0
22822,4,5.95,16207.0
23196,6,1.45,14415.0
22662,3,1.65,14159.0
22482,1,1.25,13137.0
22197,100,0.72,13269.0
85040A,12,1.65,16332.0
22451,3,3.35,17841.0
22173,3,2.95,14156.0
22425,-1,4.95,15152.0
22308,2,2.55,17602.0
22698,24,2.55,18092.0
20713,1,1.95,17841.0
22795,2,6.75,14180.0
23014,6,3.95,12444.0
22560,24,1.25,17480.0
84536A,8,0.42,14408.0
23333,12,1.25,14297.0
22982,12,1.25,17147.0
20615,3,0.75,16713.0
22470,80,2.55,18194.0
23119,144,0.53,16553.0
22456,-1,4.95,18171.0
22671,4,1.65,15311.0
POST,1,4.95,17788.0
21823,1,0.39,17777.0
22979,6,1.45,14461.0
23323,1,2.1,15547.0
22423,1,12.75,15281.0
22356,-1,0.85,13534.0
22381,2,2.1,14527.0
23382,12,3.75,16871.0
22992,2,1.95,18022.0
22937,6,2.55,16655.0
22469,12,1.65,13198.0
22457,48,2.55,16133.0
84625C,24,0.85,16145.0
85169C,1,1.25,13521.0
23035,6,1.45,12748.0
23308,4,0.55,17530.0
22248,4,0.85,12841.0
22655,2,125.0,13418.0
21122,288,1.06,14646.0
23200,30,2.08,13139.0
22117,1,2.95,16907.0
22817,12,0.42,12395.0
22572,1,0.85,14506.0
22773,2,1.25,16794.0
23313,10,4.95,14360.0
23284,3,7.95,16593.0
23231,25,0.42,15805.0
84987,12,1.45,15358.0
21485,3,4.95,17211.0
22328,6,2.95,12708.0
23311,6,2.55,15240.0
22196,24,0.85,13265.0
22437,20,0.85,13081.0
85099F,10,2.08,17049.0
84050,24,1.25,13777.0
21232,12,1.25,13018.0
84997B,12,4.15,12477.0
20749,1,7.95,16915.0
22384,4,1.65,17454.0
22910,2,2.95,17238.0
21262,1,2.95,13969.0
75049L,96,0.85,17677.0
22840,2,7.95,14948.0
23208,5,1.65,14415.0
23493,10,1.95,13363.0
22109,1,3.75,13642.0
22811,1,2.95,18069.0
23176,3,2.25,17585.0
22412,12,2.1,15342.0
23102,12,0.83,15116.0
47566,6,4.95,16729.0
22268,6,0.19,17323.0
21809,10,0.39,15005.0
22027,12,0.42,17189.0
82578,1,0.55,16813.0
23240,3,4.15,14505.0
23159,12,2.08,16912.0
23345,1,1.25,17614.0
23196,2,1.45,17545.0
23509,4,0.42,17387.0
20856,11,1.65,14534.0
22083,6,2.95,15358.0
22443,2,7.95,16558.0
22398,12,0.39,14796.0
23294,12,0.83,15622.0
22149,6,2.1,16180.0
22557,-2,1.65,13430.0
22383,10,1.65,15365.0
23198,5,1.45,14659.0
21914,1,1.25,16910.0
22951,24,0.55,16092.0
22460,12,1.25,13348.0
85183B,2,1.25,12748.0
22028,12,0.42,13458.0
22551,2,1.65,12757.0
22597,11,0.29,13212.0
23294,8,0.83,12688.0
22749,1,3.75,17107.0
22998,24,0.42,13767.0
48187,2,7.95,13487.0
21188,3,2.95,16774.0
22835,12,4.95,14390.0
21232,12,1.25,14775.0
21937,2,2.95,13137.0
23020,8,11.15,14646.0
23157,6,2.08,14606.0
85099B,20,2.08,17082.0
22649,16,4.95,12668.0
22635,2,9.95,16309.0
37448,-1,1.49,14796.0
21544,6,0.85,17611.0
22999,24,0.42,17750.0
22616,3,0.29,14083.0
22111,3,4.95,13355.0
21745,1,3.75,16033.0
22809,-12,2.95,12657.0
22154,48,0.42,13141.0
22564,12,1.25,17017.0
84584,1,2.55,15581.0
21114,10,1.25,12378.0
22138,6,4.95,12598.0
23236,6,2.89,12757.0
21328,6,1.65,12484.0
21535,2,2.55,17265.0
22379,20,2.1,13098.0
22456,-1,4.25,15513.0
47591D,8,1.95,13510.0
82583,3,2.1,16549.0
22079,2,1.65,13956.0
22754,1,0.21,13077.0
22383,10,1.65,17685.0
84077,48,0.29,15757.0
20961,100,1.25,15061.0
23108,4,6.25,16229.0
85212,12,0.85,13659.0
23520,1,3.75,17027.0
22155,48,0.42,14525.0
21931,10,2.08,12553.0
20977,1,1.25,14446.0
22423,6,12.75,14226.0
22362,6,2.95,16265.0
84949,-1,1.65,17677.0
21899,5,0.65,17059.0
22955,6,2.1,13505.0
22950,12,1.45,16140.0
22704,25,0.42,12705.0
85123A,1,2.95,14456.0
21400,24,0.12,17719.0
22505,2,4.95,16023.0
16011,24,0.21,14342.0
22475,2,4.95,17841.0
22940,2,4.25,13230.0
23182,6,0.83,16033.0
22197,4,0.85,15993.0
22991,2,1.95,17073.0
23194,3,2.25,13097.0
21584,3,1.65,15443.0
23254,4,4.15,15301.0
21218,24,3.25,14646.0
20718,1,1.25,14606.0
22625,2,8.5,17647.0
72799E,12,2.95,15557.0
21900,576,0.53,12415.0
22775,192,1.06,15311.0
22804,6,2.95,13475.0
22111,2,4.95,15022.0
17012C,1,2.55,14978.0
20979,16,1.25,13381.0
20969,2,3.75,17841.0
23263,2,1.25,16161.0
22981,1,1.45,14506.0
47367B,2,3.75,13176.0
16052,24,0.42,14911.0
22726,8,3.75,12709.0
22951,4,0.55,14159.0
23158,24,2.08,12471.0
23033,6,1.45,15601.0
22241,12,1.25,14606.0
21790,12,0.85,16422.0
21931,100,1.65,15311.0
21485,48,4.25,13340.0
23337,6,2.08,14936.0
23168,12,1.25,15764.0
16236,28,0.21,12700.0
84378,12,1.45,16255.0
23084,-2,2.08,13447.0
21907,2,2.1,14978.0
22662,10,1.65,14049.0
21314,-2,2.1,13148.0
21329,1,1.65,17315.0
21891,12,1.45,14021.0
23263,1,1.25,16931.0
23233,50,0.42,17511.0
22147,12,1.45,16455.0
21749,6,2.1,14154.0
21212,2,0.55,15039.0
23439,2,2.1,16426.0
21670,24,1.25,16985.0
22508,4,3.75,13988.0
84050,6,1.65,14329.0
75011,24,0.85,14298.0
22555,12,1.65,18062.0
85035A,4,4.25,12371.0
22417,1,0.55,17979.0
22169,1,8.5,17764.0
22586,3,0.85,14506.0
16254,1,1.63,14096.0
23084,52,1.79,14808.0
79000,600,0.65,18092.0
84817,24,0.42,13627.0
23301,5,1.65,16426.0
22706,25,0.42,15544.0
21285,1,0.39,13685.0
21819,36,0.39,14591.0
22993,12,1.25,18257.0
22697,12,2.95,14051.0
21901,2,0.65,17297.0
22940,6,4.25,15539.0
85038,3,2.1,17595.0
22197,12,0.85,13969.0
84660C,1,0.79,16426.0
48194,2,7.95,14978.0
85130C,24,0.79,13890.0
22730,1,3.75,14456.0
71477,4,3.25,17091.0
20750,8,7.95,12616.0
85049A,24,1.25,15544.0
23500,20,1.25,13534.0
22966,24,1.25,13368.0
47503J,1,7.95,14083.0
85152,12,2.1,13224.0
22355,10,0.85,14961.0
22307,6,1.06,16440.0
21588,1,2.55,13569.0
21238,1,0.85,14606.0
22197,4,0.85,17841.0
21975,1,0.55,16241.0
82582,1,2.1,15005.0
72801D,2,1.25,13601.0
23427,1,12.5,14911.0
84991,480,0.4,13027.0
21034,1,0.95,15532.0
23245,1,4.95,13601.0
21671,24,1.45,12610.0
23311,6,2.55,15654.0
23521,6,2.89,12957.0
21470,1,3.75,15311.0
22993,12,1.25,16824.0
22411,10,2.08,12521.0
22178,24,1.25,16817.0
22575,1,1.95,14529.0
23444,1,15.0,15654.0
22326,48,2.55,12688.0
84032B,1,2.95,16931.0
23332,3,1.65,12856.0
82486,2,8.95,17656.0
85062,4,1.65,18116.0
84510A,10,1.25,15150.0
84596B,2,0.42,17073.0
23152,2,3.75,16332.0
21166,1,2.08,17290.0
21430,-1,3.75,14911.0
21034,1,0.95,17293.0
21535,6,2.55,13468.0
22416,2,1.45,17107.0
22847,1,16.95,15916.0
85099B,20,2.08,17086.0
22915,24,0.42,16340.0
22698,10,2.95,17920.0
21495,25,0.42,16759.0
84228,1,0.42,16110.0
21558,5,2.55,16936.0
23096,2,1.65,17059.0
22467,6,2.55,13510.0
22623,3,4.95,13092.0
82484,2,7.95,13023.0
21791,12,1.25,17528.0
20724,10,0.85,13081.0
22457,3,2.95,18109.0
21746,12,1.25,13266.0
23290,8,1.25,13090.0
22974,3,1.65,14730.0
22083,10,2.95,16054.0
22672,1,1.65,14954.0
22659,2,1.95,16393.0
22099,1,0.39,17357.0
21718,6,1.25,15311.0
21843,-1,10.95,17428.0
21476,1,14.95,17515.0
22757,12,1.25,15106.0
23583,1,1.65,14688.0
22296,12,1.65,15159.0
22767,6,9.95,17675.0
21993,2,1.25,16360.0
22381,10,2.1,13985.0
23313,5,4.95,16633.0
22653,10,1.95,17509.0
23318,4,2.49,15965.0
21985,48,0.29,14911.0
21172,1,1.45,14963.0
22411,2,2.08,14713.0
22849,-2,16.95,14794.0
21154,4,1.25,15531.0
22423,1,12.75,12682.0
21123,2,1.25,17220.0
21847,1,4.95,13435.0
21166,3,2.08,13571.0
21112,48,2.55,14088.0
21232,36,1.25,12668.0
22371,2,4.25,15005.0
85014B,1,5.95,12845.0
21537,6,4.25,13883.0
21212,24,0.55,13516.0
23311,6,2.55,14911.0
85150,1,2.55,13263.0
23357,1,1.65,17827.0
85159B,12,1.95,13239.0
22816,36,0.42,17890.0
22758,12,0.39,13790.0
22602,2,0.85,13474.0
22386,5,1.95,14507.0
47566,8,4.95,17682.0
71279,-1,2.95,12572.0
84509A,4,3.75,13801.0
22577,5,1.63,14096.0
84991,24,0.55,14005.0
22499,4,5.95,16905.0
22086,1,2.95,14985.0
85014B,2,5.95,13448.0
82494L,1,2.95,13263.0
85199L,12,0.65,15601.0
82582,24,2.1,17512.0
22625,2,8.5,17693.0
22374,1,4.25,13667.0
71459,24,0.85,15296.0
85175,16,0.42,14606.0
22457,24,2.95,13458.0
23582,10,2.08,14341.0
85035C,8,4.25,15108.0
22563,3,1.25,14419.0
22659,1,1.95,13700.0
22621,96,1.25,13824.0
22916,6,0.65,17841.0
22382,24,1.65,13098.0
22596,3,1.25,14730.0
21328,12,1.65,14595.0
22629,1,4.13,14096.0
23378,12,0.39,16933.0
22960,6,4.25,14829.0
84984B,6,4.65,17870.0
85032C,1,0.65,17813.0
22804,2,2.95,16729.0
21755,6,5.95,13990.0
84192,3,1.25,14573.0
23205,5,0.85,15334.0
23164,8,4.95,12539.0
22728,4,3.75,12444.0
82494L,2,2.95,15719.0
23300,2,1.65,15700.0
16219,48,0.06,14911.0
23309,24,0.55,12619.0
21731,3,1.65,15311.0
22096,36,0.39,16188.0
22219,4,0.85,15572.0
21559,4,2.55,16401.0
22243,1,1.65,16794.0
85049E,3,1.25,16883.0
37342,24,0.79,15159.0
23202,3,2.08,18122.0
22457,6,2.95,14315.0
21931,5,1.95,16030.0
22121,3,5.95,14911.0
20682,2,3.25,14534.0
21977,4,0.55,17530.0
22090,1,2.95,17811.0
21169,12,1.69,15805.0
23323,1,2.1,15471.0
22722,8,3.95,18202.0
20982,1,0.85,16324.0
21155,6,2.55,16592.0
82482,6,2.55,15044.0
85123A,12,2.95,16770.0
47566,4,4.95,18265.0
23208,-10,1.65,12567.0
22619,12,3.75,15277.0
84989A,1,0.55,16713.0
23293,8,0.83,14156.0
22547,1,0.83,14096.0
22635,1,9.95,16495.0
22909,1,0.85,15872.0
22867,12,2.1,16558.0
21175,3,2.55,14504.0
21209,12,0.39,12809.0
23292,8,1.25,16161.0
22691,2,7.95,16712.0
22824,1,35.95,17655.0
23007,6,14.95,14646.0
47593B,96,0.39,12594.0
23323,3,2.1,16549.0
21878,24,0.85,15078.0
21755,1,5.95,15952.0
21155,100,2.1,18179.0
16156S,25,0.42,14844.0
84970L,27,0.95,17315.0
22382,30,1.65,13098.0
22423,2,12.75,14934.0
85032B,3,0.65,13137.0
84251B,12,0.19,17189.0
22588,12,2.55,12764.0
23084,6,2.08,17659.0
21211,1,1.45,15311.0
23333,1,1.25,17812.0
71459,12,0.85,15608.0
23144,144,0.72,16839.0
22633,4,2.1,14800.0
22383,10,1.65,13136.0
22063,1,2.95,15581.0
23241,3,2.08,17338.0
37340,12,0.39,13069.0
22749,4,3.75,17675.0
22667,2,2.95,13571.0
21889,12,1.25,17100.0
21067,2,1.25,14606.0
21078,96,0.72,16256.0
72351B,2,2.1,15535.0
22786,2,5.95,14497.0
22526,1,12.75,16987.0
23206,10,1.65,17651.0
21172,50,1.25,12931.0
20972,12,1.25,14286.0
82600,60,1.69,17340.0
23292,8,1.25,13985.0
21034,1,0.95,14524.0
22111,24,4.25,15615.0
22120,1,9.95,13263.0
23485,1,25.0,12523.0
21770,1,4.95,17140.0
21733,5,2.95,16727.0
79321,3,5.75,15889.0
37495,4,3.75,12352.0
22493,12,1.65,17769.0
82486,-1,8.95,13455.0
21429,1,1.95,14395.0
16169E,25,0.42,14911.0
22900,2,3.25,16393.0
84992,24,0.55,13089.0
22429,2,4.25,13869.0
23342,2,8.5,14911.0
22674,12,1.25,15394.0
47590B,50,4.65,16422.0
21824,24,0.39,15189.0
22781,2,7.65,12502.0
23489,6,2.89,16212.0
20655,1,2.46,14096.0
21034,2,0.95,14178.0
84030E,4,4.25,17712.0
22188,3,3.95,16367.0
20724,3,0.85,17550.0
22778,4,3.95,15713.0
22189,48,2.31,18102.0
84531A,4,0.39,15644.0
22797,-2,16.95,14747.0
22262,2,0.85,15311.0
22645,2,1.45,18118.0
22173,32,2.55,16839.0
48194,2,7.95,16655.0
23080,4,8.25,16979.0
23207,2,1.65,15005.0
